geneSymbol	female_invitro1	female_invitro2	female_invitro3	female_invitro4	female_invivo1	female_invivo2	female_invivo3	female_invivo4	asexual_invitro1	asexual_invitro2	asexual_invitro3	asexual_invitro4
cgd1_1300	5.145426642253284	5.02920276956005	6.270463038662573	0.871933722172587	5.196265625495775	6.586973773428292	6.746773776001766	0.8719337221725845	4.690082412867183	5.993049377725765	5.309374088219439	6.10401138805603
cgd1_1310	6.418229545614181	3.871874336165141	5.18778778431041	0.871933722172587	5.6182184848052295	5.483513263226508	5.583537500839049	6.315255763090937	7.311223469749222	5.830899077164327	7.162900931365051	7.280091014500196
cgd1_1320	0.8719337221725845	0.8719337221725845	3.356843885666933	0.871933722172587	5.115716847180257	3.6760524984726493	4.060477349738833	5.126190499784383	0.8719337221725845	4.363025995865764	4.592072384856972	0.8719337221725845
cgd1_1330	9.587487784376984	8.260125123844846	7.94539802749513	8.13053518344218	7.4560579002425795	7.687284004437167	7.576399579994713	7.798770768285595	6.978622754052625	6.0085804106250595	6.508872527128773	6.633995244007918
cgd1_1340	5.425246015713167	5.817716660915211	3.2825627928594407	4.804554666205588	5.898377701840903	5.146519777299502	5.601108274951112	5.812694150914956	2.267771648911776	5.210809437078033	5.303710664981775	5.291697763218988
cgd1_1350	4.33819596819221	0.8719337221725845	4.168407815264384	5.787032147991745	5.0595235026281795	6.2891863365854	6.314050126517799	5.628494757573426	2.9879664648894333	4.309018064737614	4.0706300883492785	4.563127904048399
cgd1_1360	2.8762682933291157	5.514268532727378	5.158109576059554	4.898419549065781	3.911851272704165	3.309366196799611	4.092778440208118	0.8719337221725845	0.8719337221725845	0.8719337221725845	0.8719337221725845	3.7296919478802812
cgd1_1370	5.883693363708364	3.0276396318027516	6.2303647290004065	4.7028123376766855	4.011185300792399	4.42846534997697	3.8352294843215327	4.020989877492394	5.131242896442285	4.181886601325336	4.116994947112951	2.7603862469237455
cgd1_1380	7.6686692225570665	7.535089001719795	8.283661590568943	6.9553647967880075	7.600074248411314	7.388211099725303	7.43663809102879	7.370642759297244	7.281648870288847	6.847332390762092	6.137780553780439	7.3030764031223026
cgd1_1390	7.403497648802097	7.2977995160963784	7.605927506956096	7.425714591922073	7.499209275508588	8.120485076860879	7.987536711580126	6.114672070861063	5.0977017964374545	5.32365180892539	6.498714347940001	5.192804890670815
cgd1_140	0.8719337221725845	2.3977002388336874	0.871933722172587	3.906664184641357	7.592929501455535	7.192866798665793	7.11229792281607	7.2352160164799315	5.807969773185354	5.222288788015847	6.320293602617234	6.269381289307217
cgd1_1400	8.864997112466364	9.349056254120727	8.958102812780517	8.805233260608093	7.850555298409461	8.67499943589501	8.94506975600923	7.676008534139361	4.847735009579214	4.284941201252683	2.592163483274279	4.362145191728937
cgd1_1410	6.111751424233	6.15568179561639	4.933676021777134	6.596982503972406	5.437004322576153	5.0549299295397665	5.432044397756374	5.159079609528565	2.62602885348722	0.8719337221725845	4.091755798003165	4.407980412568905
cgd1_1420	0.8719337221725845	3.677939730621402	2.6004311410533623	4.898429826801754	4.322641030903455	2.7239040072913077	2.0799284427785136	3.3444325079359816	3.514948039388364	4.9132825583256095	4.728222049436852	4.784592022918955
cgd1_1450	5.8920352861374266	6.154594933130606	5.757078591384108	5.38155923335724	6.7511278011695435	6.834503370109185	7.094278362380071	6.1891457708794695	7.4001226884455615	7.699010181457385	8.122206607285738	7.131679746566355
cgd1_1460	8.164099152842956	8.90293446960345	7.548738190592607	8.41304147998909	6.681965428258128	7.687720053309096	7.774093238118166	5.596180850804541	6.5121627123070835	5.208904062305009	6.228274001094624	5.473970487738825
cgd1_1470	4.5279677516135095	5.772425138498255	4.925237204188146	5.8012558398446625	3.6062478412628045	5.133391610264619	5.082983456712734	3.3003483884507347	4.549117434711202	3.448657313702571	5.269219579055039	2.875452748347615
